RDV;Quel est votre niveau de satisfaction global suite à ce rendez-vous ?;Avez-vous des remarques ou suggestions ?;;
téléphonique;Pas du tout satisfait;Lorsque l’erreur vient de la caisse , alors le minimum que l’on puisse faire en guise d’excuse, c’est de traiter le dossier le jour même ou le lendemain . Une aberration !;;
téléphonique;Très satisfait;Quand c'est une prolongation d'arrêt maladie, les indemnités n'augmentent pas au 1er janvier comme prévues par la loi;;
téléphonique;Peu satisfait;Merci de verser les indemnités en temps et en heure car nous avons une vie avec des loyer et des charges à payer au quotidien;;
téléphonique;Pas du tout satisfait;Je suis en arrêt maladie pendant le mois de Mars et j ai pas reçu mes indemnités journalières mettez vous à ma place   et le mois d Avril aussi j aurai rien parceque mon dossier sera étudié le 17 juillet;;
téléphonique;Très satisfait;Parfait bon;;
téléphonique;Pas du tout satisfait;Interlocuteur me manquant de respect au bout de 3 min d’appel alors que le rendez-vous a été pris 3 semaines avant. Inacceptable ! Manque de professionnalisme;;
téléphonique;Très satisfait;Oui raccourcir le délai de RDV;;
téléphonique;Très satisfait;Conseillère très professionnel et réactivité au top;;
téléphonique;Très satisfait;Aucune remarque, tu as été bien fait;;
téléphonique;Très satisfait;aucune;;
téléphonique;Assez satisfait;Je n'ai pas aimé certaines remarques que l'agent a pu faire ainsi que sa façon de s'exprimer;;
téléphonique;Très satisfait;"non
non";;
téléphonique;Pas du tout satisfait;Je souhaiterais que mon règlement s’effectue comme convenu aujourd’hui merci;;
téléphonique;Assez satisfait;Délai trop long 10  jours;;
téléphonique;Pas du tout satisfait;Informez mieux vos agents;;
téléphonique;Assez satisfait;La datte pour prendre r.d.v par telephon ou par agence c'est tres dificile.;;
téléphonique;Peu satisfait;J’appelle pour recevoir des nouvelles de mon dossier , elle me répond d’aller sur le site!!!! Pourquoi on appelle ? Nul , 1fois sur 2 , on tombe sur une qui envie de répondre , dommage;;
téléphonique;Assez satisfait;Non;;
téléphonique;Pas du tout satisfait;Vous ne traitez pas les gens humainement !!! Nous sommes des numéros!! Vous êtes fautifs mais rejetez systématiquement la faute sur nous;;
téléphonique;Très satisfait;"Mille Mercis .
Bien cordialement.";;
téléphonique;Très satisfait;très aimable, très bien;;
téléphonique;Très satisfait;L'agent m'a très bien expliqué la marche à suivre et mon problème a été résolu rapidement. Merci;;
téléphonique;Très satisfait;Merci à l'agent de la Cpam de Meurthe-et-Moselle, pour son professionnalisme, sa disponibilité, son écoute, ses conseils professionnels. Nous sommes partenaires de la Branche Sécurité Sociale, étant salarié et agent de la Caf de Meurthe-et-Moselle. Nous travaillons ensemble.;;
téléphonique;Très satisfait;Nom;;
téléphonique;Très satisfait;agréablement surprise de la fluidité du service de la prise de RDV et des réponses aux questions;;
téléphonique;Pas du tout satisfait;Rien ne va, le fond n’est pas résolu, la forme et les mots utilisés étaient lamentables.;;
téléphonique;Peu satisfait;Le conseiller était aimable, toutefois aucune solution n’a été proposée ni aucune expertise technique apportée. Décevant;;
téléphonique;Pas du tout satisfait;Non;;
téléphonique;Peu satisfait;N'a pu me répondre à mon attente ur me indemnités journalières;;
téléphonique;Assez satisfait;Non;;
téléphonique;Très satisfait;Agent très compétente et compréhensive;;
téléphonique;Très satisfait;bonne continuation;;
téléphonique;Très satisfait;non prise en compte de ma réclamation par le responsable de la commission de recours amiable qui m à conseillé de porter plainte au tribunal;;
téléphonique;Pas du tout satisfait;Clairement améliorer l’efficacité et l’efficience du traitement des dossiers;;
téléphonique;Assez satisfait;le temps des RDV est trop long;;
téléphonique;Très satisfait;non;;
téléphonique;Assez satisfait;Délai trop long entre la prise  de rendez-vous et celui-ci;;
téléphonique;Très satisfait;Moins d attente de réponse 2 jours;;
téléphonique;Très satisfait;Non...., j'attends tout bonnement mes payements dans les échéances en vigueur...;;
téléphonique;Très satisfait;La personne que j'ai eu au téléphone était très professionnel et à répondu aux questions que je me poser. Merçi à elle.;;
téléphonique;Très satisfait;Rapide efficace et adapté. Ma demande est en attente.;;
téléphonique;Assez satisfait;prevenir lorsque le rendez vous ne peut etre honore;;
téléphonique;Très satisfait;Non aucune;;
téléphonique;Assez satisfait;Améliorer la qualité de service accueil par certains conseillers !;;
téléphonique;Très satisfait;Merci à mon interlocuteur pour son écoute et sa bonne compréhension de ma problèmatique;;
téléphonique;Très satisfait;L agent qui était une dame était très agréable et très sympathique je la recommande;;
téléphonique;Pas du tout satisfait;Je voudrais qu'on me recontacte pour se motif.;;
téléphonique;Très satisfait;Oui dommage que nous devons prendre un rendez vous téléphonique alors que nous avons besoin urgemment des précisions sur nos dossiers et dommage que les délais soient supérieurs de 5 jours;;
téléphonique;Très satisfait;J'ai noté assez satisfaisant parce que j'ai été tres satisfait qu'on appel avant le rdv qui lui était au moins 5 jours apres la prise du rdv. Il faut tout de même être disponible lorsqu'on nous appelle. Mais cela m'a beaucoup arrangé;;
téléphonique;Très satisfait;réduire le délai de rendez-vous;;
téléphonique;Assez satisfait;Très bien les rendez-vous téléphonique  pour vous informer;;
téléphonique;Peu satisfait;suite au RDV on dit tout est complet et 48h plus tard on m'informe qu'il faut fournir d'autres documents. une confirmation par mail du co,ntenu de l'echane pour sécuriser le suivi de la demande. pas d'interlocuteur personnalisé;;
téléphonique;Très satisfait;Merci a l'agent que j'ai eu au téléphone. Très agréable, poli, calme, rassurante et pragmatique sur le contenue des réponses. Aucune appréhension à reprendre un rdv téléphonique.;;
téléphonique;Pas du tout satisfait;Pour l’instant. J’attends la suite;;
téléphonique;Assez satisfait;le manque de contact en local tres peux de rvd avec votre personnels dans les agences de proximite.;;
téléphonique;Très satisfait;Se serait Super si on pouvait vous envoyer un mail depuis la boîte de messagerie ameli;;
téléphonique;Peu satisfait;Suivant les agents qui répondent, jamais les mêmes infos!!;;
téléphonique;Assez satisfait;Les délais sont très très longs pour avoir une réponse.;;
téléphonique;Très satisfait;Bon courage;;
téléphonique;Très satisfait;Délai de prise de rdv moins long;;
téléphonique;Assez satisfait;Non merci.;;
téléphonique;Très satisfait;j espere avoir mes feuilles de prise en charge rapidement alors que l accord est acceoté;;
téléphonique;Assez satisfait;Merci;;
téléphonique;Pas du tout satisfait;"Amabilité de l'interlocuteur(rice) laisse à désirer.
Aucune efficacité de ce service, sans issue favorable.
Manque sérieusement d'humanisme et d'ampathie.";;
téléphonique;Très satisfait;Tout dépend de la personne au téléphone, première fois pas satisfaite du tout !! La deuxième fois parfait donc tout dépend de l empathie de la personne au téléphone;;
téléphonique;Très satisfait;Agent a l'écoute très réactif 100 % fiable;;
téléphonique;Très satisfait;Un super conseillé très aimable et efficace;;
téléphonique;Très satisfait;Agent très sympathique;;
téléphonique;Très satisfait;Personnel tres aimable;;
téléphonique;Très satisfait;Aucune;;
téléphonique;Très satisfait;La dames m’a très bien répondu suite à mais demande que j attendais;;
téléphonique;Peu satisfait;Je fais un courrier pour expliquer mon problème en souhaitant que l'on puisse me solutionner cette affaire rapidement;;
téléphonique;Très satisfait;Il faudrait que la prise de rdv soit plus rapide.1 mois c'est trop long;;
téléphonique;Très satisfait;Personne très sympathique et qui à très bien expliqués merci encore;;
téléphonique;Très satisfait;Entierement satisfaite pour une prise en charge rapide et efficace;;
téléphonique;Pas du tout satisfait;Arrêtez les rdv téléphoniques avec des agents qui ne prennent pas les gens en considération. On ressent vraiment que l’agent appelle avec contrainte même avant d’avoir commencé l’appel. C’est très désagréable. Et facile via un rdv téléphonique ! Mieux vaut proposer des rdv physique et enlever les mauvais agents qui répondent mal au téléphone;;
téléphonique;Assez satisfait;Malheureusement c'était au moins le sixième rendez-vous téléphonique que j'avais mais la personne que j'ai eue semblait être un peu plus compétente que les autres heureusement j'ai eu un rendez-vous physique les jours suivants.;;
téléphonique;Très satisfait;Très agréablement surpris de la gentillesse de la personne et de la vitesse de traitement de mon dossier.. merci encore;;
téléphonique;Pas du tout satisfait;Plus rien a dire;;
téléphonique;Assez satisfait;Le contact par e-mail  pour la transmission des pièces faciliterait mieux les démarches à mon avis.;;
téléphonique;Très satisfait;À travers la conversation téléphonique je n ai toujours rien eu comme courrier.;;
téléphonique;Assez satisfait;J'ai déposé un courrier en boîte aux lettres de la caisse mais les agents ne le trouvent pas sur logiciel et pourtant ya des traces de réception sur mon email.;;
téléphonique;Très satisfait;Non;;
téléphonique;Assez satisfait;"Manque messagerie par mail permet d'envoyer des documents urgent par ""joindre un document"" avec le nom de la personne qui s'occupe du dossier serait bien";;
téléphonique;Pas du tout satisfait;Les 2 personnes suite à mes 2 derniers rdv téléphonique n'ont pas été capable de simplement faire leur travail et appliquer les textes et la loi ...;;
téléphonique;Très satisfait;Non c etait parfait;;
téléphonique;Pas du tout satisfait;Les traitements téléphone distance dénature complètement. Présentiel reste toujours la meilleure option;;
téléphonique;Peu satisfait;Je pensais que suite à cet échange téléphonique mon interlocuteur avait bien compris mon état de santé et ma demande mais en fait pas du tout ! Soit par téléphone ou par courrier comment peut-on décider de l’état de santé d’une personne ?;;
téléphonique;Pas du tout satisfait;Prendre les demandes et récupérer le courrier qui se trouve dans les mêmes locaux.;;
téléphonique;Peu satisfait;Problème toujours pas réglé après un appel et un contact à l'agence....;;
téléphonique;Très satisfait;Écoute, aide, patience, grande amabilité .merci;;
téléphonique;Pas du tout satisfait;L'agent parlait très vite et je ne comprenais pas grand chose.  De plus des choses évidentes pour elle reste incompréhensible le commun des mortels.;;
téléphonique;Assez satisfait;Je pense que les collaborateurs font le nécessaire , mais la réponse vient  de plus haut .;;
téléphonique;Très satisfait;Réduire le délai car 10 jours c’est trop long quand il vous manque 1500€…;;
téléphonique;Très satisfait;oui c'est très compliqué d'obtenir un rdv. la site ameli n'est pas intuitif du tout pour contacter la cpam : frustrant et pénible;;
téléphonique;Très satisfait;LE SEUL PROBLEME EST LE TEMPS ENTRE LA PRISE DU RDV ET L'APPEL;;
téléphonique;Assez satisfait;Non;;
téléphonique;Très satisfait;Le délai d’attente au 3646 est trop long pour pouvoir parler avec un(e) agent;;
